Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"IBCP","Independent Bank Corporation","Nasdaq Global Select","Banks","http://www.independentbank.com","Independent Bank Corp (Ionia MI) is a bank holding company. It offers products & services, including checking and savings accounts, commercial lending, direct and indirect consumer financing, mortgage lending and safe deposit box services.","William B. Kessel","cs","Financial Services"
"IBKC","IBERIABANK Corporation","Nasdaq Global Select","Banks","http://www.iberiabank.com","IBERIABANK Corp provides commercial banking as well as financial services, including retail banking, private banking, and mortgages.","Daryl G. Byrd","cs","Financial Services"
"IBKR","Interactive Brokers Group Inc.","Nasdaq Global Select","Brokers & Exchanges","http://www.interactivebrokers.com","Interactive Brokers Group Inc is an automated electronic broker and market maker engaged in routing orders and executing and processing trades in securities, futures, foreign exchange instruments, and mutual funds.","Thomas Peterffy","cs","Financial Services"
"IBM","International Business Machines Corporation","New York Stock Exchange","Application Software","http://www.ibm.com","International Business Machines Corp offers a variety of IT services along with software, and hardware. It has operations in over 170 countries and provides planning, build, manage, and maintain IT infrastructure, platforms, applications, and services.","Virginia M. Rometty","cs","Technology"
"IBOC","International Bancshares Corporation","Nasdaq Global Select","Banks","http://www.ibc.com","International Bancshares Corp is a financial holding company. It mainly provides retail and commercial banking to small and medium-size businesses. The company generates net revenue primarily through net interest income.","","cs","Financial Services"
"IBP","Installed Building Products Inc.","New York Stock Exchange","Building Materials","http://www.installedbuildingproducts.com","Installed Building Products Inc is engaged in the installation of insulation, garage doors, rain gutters, shower doors, closet shelving and mirrors, and other products in the continental United States.","Jeffrey W. Edwards","cs","Basic Materials"
"IBTX","Independent Bank Group Inc","Nasdaq Global Select","Banks","http://www.ibtx.com","Independent Bank Group Inc is a bank holding company. It provides relationship-driven commercial banking products and services to businesses, professionals, and individuals.","David R. Brooks","cs","Financial Services"
"ICBK","County Bancorp Inc.","NASDAQ Global Market","Banks","http://www.investorscommunitybank.com","County Bancorp Inc operates as a community-oriented business bank, servicing both business customers and individuals. It provides banking and related financial service including real estate lending, business services, and agricultural finance.","Timothy J. Schneider","cs","Financial Services"
"ICD","Independence Contract Drilling Inc.","New York Stock Exchange","Oil & Gas - Drilling","http://www.icdrilling.com","Independence Contract Drilling Inc provides land-based contract drilling services for oil and natural gas producers targeting unconventional resource plays in the United States.","Byron A. Dunn","cs","Energy"
"ICE","Intercontinental Exchange Inc.","New York Stock Exchange","Brokers & Exchanges","https://www.theice.com","Intercontinental Exchange Inc is an operator of regulated exchanges, clearing houses and listings venues, and a provider of data services for commodity and financial markets. It serves the risk management needs of global markets.","Jeffrey C. Sprecher","cs","Financial Services"
"ICFI","ICF International Inc.","Nasdaq Global Select","Business Services","https://www.icf.com","ICF International Inc provides professional services and technology-based solutions to government and commercial clients, including management, technology, and policy consulting and implementation services.","Sudhakar Kesavan","cs","Industrials"
"ICHR","Ichor Holdings","Nasdaq Global Select","Semiconductors","http://www.ichorsystems.com","Ichor Holdings Ltd is engaged in the design, engineering and manufacturing of critical fluid delivery subsystems for semiconductor capital equipment.","Thomas M. Rohrs","cs","Technology"
"ICPT","Intercept Pharmaceuticals Inc.","Nasdaq Global Select","Biotechnology","http://www.interceptpharma.com","Intercept Pharmaceuticals Inc is a biopharmaceutical company. It is focused on the development and commercialization of novel therapeutics to treat non-viral, progressive liver diseases with high unmet medical need.","Mark Pruzanski","cs","Healthcare"
"ICUI","ICU Medical Inc.","Nasdaq Global Select","Medical Instruments & Equipment","http://www.icumed.com","ICU Medical Inc is engaged in the development, manufacture and sale of medical devices used in infusion therapy, oncology and critical care applications. Its products include needlefree connectors, nanoclave, chemoclock, chemoclave, and among others.","Vivek Jain","cs","Healthcare"
"IDA","IDACORP Inc.","New York Stock Exchange","Utilities - Regulated","http://www.idacorpinc.com","Idacorp Inc is engaged in the generation, transmission, distribution, sale and purchase of electric energy regulated by the state regulatory commissions and the FERC. The company's segment is utility operations.","Darrel T. Anderson","cs","Utilities"
"IDCC","InterDigital Inc.","Nasdaq Global Select","Communication Services","http://www.interdigital.com","InterDigital Inc functions within the communication segment. It develops technologies that enable and enhance wireless communications.","William J. Merritt","cs","Communication Services"
"IDRA","Idera Pharmaceuticals Inc.","NASDAQ Capital Market","Biotechnology","http://www.iderapharma.com","Idera Pharmaceuticals Inc is a clinical stage biotechnology company. It is engaged in the discovery, development and commercialization of novel therapeutics for oncology and rare diseases.","Vincent J. Milano","cs","Healthcare"
"IDTI","Integrated Device Technology Inc.","Nasdaq Global Select","Semiconductors","http://www.idt.com","Integrated Device Technology Inc develops system-level solutions that optimize its customers' applications. The company operates through two segments namely the Communications, and the Computing, Consumer and Industrial.","Gregory L. Waters","cs","Technology"
"IDXX","IDEXX Laboratories Inc.","Nasdaq Global Select","Medical Diagnostics & Research","http://www.idexx.com","IDEXX Laboratories Inc develops, manufactures and distributes products and provide services for companion animal veterinary, livestock and poultry, dairy and water testing markets.","Jonathan W. Ayers","cs","Healthcare"
"IEA","Infrastructure and Energy Alternatives Inc.","NASDAQ Capital Market","Conglomerates","https://www.miiipartners.com","Infrastructure and Energy Alternatives Inc, formerly M III Acquisition Corp is a blank check company formed for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination.","","cs","Industrials"
"IESC","IES Holdings Inc.","NASDAQ Global Market","Engineering & Construction","http://www.ies-co.com","IES Holdings Inc is a holding company. The company owns and manages operating subsidiaries comprised of provider of industrial products and infrastructure services to a variety of end markets.","","cs","Industrials"
"IEX","IDEX Corporation","New York Stock Exchange","Industrial Products","http://www.idexcorp.com","IDEX Corp produces and distributes flow meters, injectors, and other fluid-handling pump modules. Its business segments are Fluid and Metering Technologies, Health and Science Technologies and Fire and Safety/Diversified Products.","Andrew K. Silvernail","cs","Industrials"
